participant,trial,task,sentence,answer,count_correct
5ef660beebde2833d8492e58,23,speech_single,bkbf1616,The painter used a brush,0
5ef660beebde2833d8492e58,24,speech_single,bkbf1415,The grass is getting long,1
5ef660beebde2833d8492e58,25,speech_single,bkbf0812,The bus stopped suddenly,2
5ef660beebde2833d8492e58,26,speech_single,bkbf1205,The taps are above the sink,0
5ef660beebde2833d8492e58,27,speech_single,bkbf1408,The kitchen window was clean,2
5ef660beebde2833d8492e58,28,speech_single,bkbf0913,The dinner plate's hot,0
5ef660beebde2833d8492e58,29,speech_single,bkbf0906,A letter fell on the mat,2
5ef660beebde2833d8492e58,30,speech_single,bkbf0201,The ladder's near the door,0
5ef660beebde2833d8492e58,31,speech_single,bkbf0109,The postman shut the gate,3
5ef660beebde2833d8492e58,32,speech_single,bkbf1301,The fruit came in a box,0
5ef660beebde2833d8492e58,33,speech_single,bkbf0602,The mother stirs the tea,1
5ef660beebde2833d8492e58,34,speech_single,bkbf1208,The bread van's coming,1
5ef660beebde2833d8492e58,35,speech_single,bkbf0204,The old gloves are dirty,1
5ef660beebde2833d8492e58,36,speech_single,bkbf0206,The thin dog was hungry,0
5ef660beebde2833d8492e58,37,speech_single,bkbf1212,The children help the milkman,1
5ef660beebde2833d8492e58,38,speech_single,bkbf0512,Somebody took the money,3
5ef660beebde2833d8492e58,39,speech_single,bkbf1203,The front garden was pretty,3
5ef660beebde2833d8492e58,40,speech_single,bkbf0714,The orange was quite sweet,1
5f0736cfad4f1e0c3c838655,1,speech_single,bkbf1906,The cleaner swept the floor,3
5f0736cfad4f1e0c3c838655,2,speech_single,bkbf1208,The bread van's coming,2
5f0736cfad4f1e0c3c838655,3,speech_single,bkbf0501,The bath towel was wet,2
5f0736cfad4f1e0c3c838655,4,speech_single,bkbf0602,The mother stirs the tea,1
5f0736cfad4f1e0c3c838655,5,speech_single,bkbf2012,The raincoat's hanging up,1
5f0736cfad4f1e0c3c838655,6,speech_single,bkbf0906,A letter fell on the mat,1
5f0736cfad4f1e0c3c838655,7,speech_single,bkbf1516,The puppy plays with a ball,2
5f0736cfad4f1e0c3c838655,8,speech_single,bkbf1215,The boy had a toy dragon,1
5f0736cfad4f1e0c3c838655,9,speech_single,bkbf1701,The apple pie's cooking,1
5f0736cfad4f1e0c3c838655,10,speech_single,bkbf1415,The grass is getting long,1
5f0736cfad4f1e0c3c838655,11,speech_single,bkbf0201,The ladder's near the door,1
5f0736cfad4f1e0c3c838655,12,speech_single,bkbf0310,The man cleaned his shoes,2
5f0736cfad4f1e0c3c838655,13,speech_single,bkbf0913,The dinner plate's hot,0
5f0736cfad4f1e0c3c838655,14,speech_single,bkbf1008,Someones crossing the road,1
5f0736cfad4f1e0c3c838655,15,speech_single,bkbf0411,The jam jar was full,0
5f0736cfad4f1e0c3c838655,16,speech_single,bkbf0213,Some sticks were under the tree,2
5f0736cfad4f1e0c3c838655,17,speech_single,bkbf0109,The postman shut the gate,1
5f0736cfad4f1e0c3c838655,18,speech_single,bkbf2110,The egg cups are on the table,1
5f0736cfad4f1e0c3c838655,19,speech_single,bkbf0414,The cooks making a cake,2
5f0736cfad4f1e0c3c838655,20,speech_single,bkbf2112,The cricket team's playing,0
5f0736cfad4f1e0c3c838655,21,speech_single,bkbf1212,The children help the milkman,3
5f0736cfad4f1e0c3c838655,22,speech_single,bkbf0502,The matches lie on the shelf,3
5f0736cfad4f1e0c3c838655,23,speech_single,bkbf1616,The painter used a brush,1
5f0736cfad4f1e0c3c838655,24,speech_single,bkbf2016,The flower stands in a pot,2
5f0736cfad4f1e0c3c838655,25,speech_single,bkbf1205,The taps are above the sink,1
5f0736cfad4f1e0c3c838655,26,speech_single,bkbf0812,The bus stopped suddenly,2
5f0736cfad4f1e0c3c838655,27,speech_single,bkbf0803,The match boxes are empty,0
5f0736cfad4f1e0c3c838655,28,speech_single,bkbf1408,The kitchen window was clean,3
5f0736cfad4f1e0c3c838655,29,speech_single,bkbf0210,The police chased the car,2
5f0736cfad4f1e0c3c838655,30,speech_single,bkbf0206,The thin dog was hungry,3
5f0736cfad4f1e0c3c838655,31,speech_single,bkbf1609,Some men shave in the morning,2
5f0736cfad4f1e0c3c838655,32,speech_single,bkbf1301,The fruit came in a box,2
5f0736cfad4f1e0c3c838655,33,speech_single,bkbf0216,The school finished early,3
5f0736cfad4f1e0c3c838655,34,speech_single,bkbf0912,The lady packed her bag,0
5f0736cfad4f1e0c3c838655,35,speech_single,bkbf0714,The orange was quite sweet,2
5f0736cfad4f1e0c3c838655,36,speech_single,bkbf0615,The broom stood in the corner,2
5f0736cfad4f1e0c3c838655,37,speech_single,bkbf0204,The old gloves are dirty,3
5f0736cfad4f1e0c3c838655,38,speech_single,bkbf0512,Somebody took the money,2
5f0736cfad4f1e0c3c838655,39,speech_single,bkbf1907,A grocer sells butter,2
5f0736cfad4f1e0c3c838655,40,speech_single,bkbf1203,The front garden was pretty,3
5f15ed93545875374bc46005,1,speech_single,bkbf1203,The front garden was pretty,1
5f15ed93545875374bc46005,2,speech_single,bkbf1616,The painter used a brush,0
5f15ed93545875374bc46005,3,speech_single,bkbf2016,The flower stands in a pot,0
5f15ed93545875374bc46005,4,speech_single,bkbf0204,The old gloves are dirty,2
5f15ed93545875374bc46005,5,speech_single,bkbf1907,A grocer sells butter,2
5f15ed93545875374bc46005,6,speech_single,bkbf1415,The grass is getting long,3
5f15ed93545875374bc46005,7,speech_single,bkbf0210,The police chased the car,2
5f15ed93545875374bc46005,8,speech_single,bkbf0602,The mother stirs the tea,0
5f15ed93545875374bc46005,9,speech_single,bkbf0912,The lady packed her bag,3
5f15ed93545875374bc46005,10,speech_single,bkbf1516,The puppy plays with a ball,3
5f15ed93545875374bc46005,11,speech_single,bkbf0502,The matches lie on the shelf,2
5f15ed93545875374bc46005,12,speech_single,bkbf0913,The dinner plate's hot,0
5f15ed93545875374bc46005,13,speech_single,bkbf0803,The match boxes are empty,2
5f15ed93545875374bc46005,14,speech_single,bkbf1906,The cleaner swept the floor,2
5f15ed93545875374bc46005,15,speech_single,bkbf0714,The orange was quite sweet,3
5f15ed93545875374bc46005,16,speech_single,bkbf0501,The bath towel was wet,3
5f15ed93545875374bc46005,17,speech_single,bkbf2012,The raincoat's hanging up,0
5f15ed93545875374bc46005,18,speech_single,bkbf1215,The boy had a toy dragon,3
5f15ed93545875374bc46005,19,speech_single,bkbf1701,The apple pie's cooking,0
5f15ed93545875374bc46005,20,speech_single,bkbf0411,The jam jar was full,3
5f15ed93545875374bc46005,21,speech_single,bkbf0812,The bus stopped suddenly,2
5f15ed93545875374bc46005,22,speech_single,bkbf0213,Some sticks were under the tree,2
5f15ed93545875374bc46005,23,speech_single,bkbf0615,The broom stood in the corner,1
5f15ed93545875374bc46005,24,speech_single,bkbf1609,Some men shave in the morning,1
5f15ed93545875374bc46005,25,speech_single,bkbf0414,The cooks making a cake,0
5f15ed93545875374bc46005,26,speech_single,bkbf1301,The fruit came in a box,1
5f15ed93545875374bc46005,27,speech_single,bkbf0206,The thin dog was hungry,1
5f15ed93545875374bc46005,28,speech_single,bkbf0906,A letter fell on the mat,1
5f15ed93545875374bc46005,29,speech_single,bkbf0512,Somebody took the money,3
5f15ed93545875374bc46005,30,speech_single,bkbf2112,The cricket team's playing,0
5f15ed93545875374bc46005,31,speech_single,bkbf1408,The kitchen window was clean,2
5f15ed93545875374bc46005,32,speech_single,bkbf2110,The egg cups are on the table,2
5f15ed93545875374bc46005,33,speech_single,bkbf1212,The children help the milkman,3
5f15ed93545875374bc46005,34,speech_single,bkbf0216,The school finished early,1
5f15ed93545875374bc46005,35,speech_single,bkbf1205,The taps are above the sink,1
5f15ed93545875374bc46005,36,speech_single,bkbf0201,The ladder's near the door,1
5f15ed93545875374bc46005,37,speech_single,bkbf0310,The man cleaned his shoes,1
5f15ed93545875374bc46005,38,speech_single,bkbf1208,The bread van's coming,3
5f15ed93545875374bc46005,39,speech_single,bkbf0109,The postman shut the gate,0
5f15ed93545875374bc46005,40,speech_single,bkbf1008,Someones crossing the road,3
5f259a37b31f0a24d246592c,1,speech_single,bkbf1516,The puppy plays with a ball,0
5f259a37b31f0a24d246592c,2,speech_single,bkbf0803,The match boxes are empty,0
5f259a37b31f0a24d246592c,3,speech_single,bkbf0615,The broom stood in the corner,0
5f259a37b31f0a24d246592c,4,speech_single,bkbf2012,The raincoat's hanging up,0
5f259a37b31f0a24d246592c,5,speech_single,bkbf0501,The bath towel was wet,1
5f259a37b31f0a24d246592c,6,speech_single,bkbf0714,The orange was quite sweet,0
5f259a37b31f0a24d246592c,7,speech_single,bkbf2110,The egg cups are on the table,1
5f259a37b31f0a24d246592c,8,speech_single,bkbf1203,The front garden was pretty,2
5f259a37b31f0a24d246592c,9,speech_single,bkbf1008,Someones crossing the road,0
5f259a37b31f0a24d246592c,10,speech_single,bkbf0906,A letter fell on the mat,1
5f259a37b31f0a24d246592c,11,speech_single,bkbf1215,The boy had a toy dragon,3
5f259a37b31f0a24d246592c,12,speech_single,bkbf2112,The cricket team's playing,1
5f259a37b31f0a24d246592c,13,speech_single,bkbf2016,The flower stands in a pot,1
5f259a37b31f0a24d246592c,14,speech_single,bkbf1415,The grass is getting long,3
5f259a37b31f0a24d246592c,15,speech_single,bkbf1408,The kitchen window was clean,3
5f259a37b31f0a24d246592c,16,speech_single,bkbf1208,The bread van's coming,1
5f259a37b31f0a24d246592c,17,speech_single,bkbf1701,The apple pie's cooking,0
5f259a37b31f0a24d246592c,18,speech_single,bkbf0216,The school finished early,2
5f259a37b31f0a24d246592c,19,speech_single,bkbf0502,The matches lie on the shelf,1
5f259a37b31f0a24d246592c,20,speech_single,bkbf0414,The cooks making a cake,0
5f259a37b31f0a24d246592c,21,speech_single,bkbf0213,Some sticks were under the tree,2
5f259a37b31f0a24d246592c,22,speech_single,bkbf1906,The cleaner swept the floor,1
5f259a37b31f0a24d246592c,23,speech_single,bkbf0201,The ladder's near the door,0
5f259a37b31f0a24d246592c,24,speech_single,bkbf0411,The jam jar was full,1
5f259a37b31f0a24d246592c,25,speech_single,bkbf1212,The children help the milkman,1
5f259a37b31f0a24d246592c,26,speech_single,bkbf1616,The painter used a brush,0
5f259a37b31f0a24d246592c,27,speech_single,bkbf0812,The bus stopped suddenly,2
5f259a37b31f0a24d246592c,28,speech_single,bkbf1301,The fruit came in a box,0
5f259a37b31f0a24d246592c,29,speech_single,bkbf0912,The lady packed her bag,0
5f259a37b31f0a24d246592c,30,speech_single,bkbf0206,The thin dog was hungry,0
5f259a37b31f0a24d246592c,31,speech_single,bkbf0210,The police chased the car,0
5f259a37b31f0a24d246592c,32,speech_single,bkbf1609,Some men shave in the morning,0
5f259a37b31f0a24d246592c,33,speech_single,bkbf0204,The old gloves are dirty,0
5f259a37b31f0a24d246592c,34,speech_single,bkbf0310,The man cleaned his shoes,1
5f259a37b31f0a24d246592c,35,speech_single,bkbf0602,The mother stirs the tea,0
5f259a37b31f0a24d246592c,36,speech_single,bkbf1907,A grocer sells butter,1
5f259a37b31f0a24d246592c,37,speech_single,bkbf0512,Somebody took the money,0
5f259a37b31f0a24d246592c,38,speech_single,bkbf0109,The postman shut the gate,1
5f259a37b31f0a24d246592c,39,speech_single,bkbf0913,The dinner plate's hot,1
5f259a37b31f0a24d246592c,40,speech_single,bkbf1205,The taps are above the sink,1
5f357c562a9f82544e197639,1,speech_single,bkbf1907,A grocer sells butter,0
5f357c562a9f82544e197639,2,speech_single,bkbf0501,The bath towel was wet,1
5f357c562a9f82544e197639,3,speech_single,bkbf0411,The jam jar was full,3
5f357c562a9f82544e197639,4,speech_single,bkbf1701,The apple pie's cooking,1
5f357c562a9f82544e197639,5,speech_single,bkbf0912,The lady packed her bag,3
5f357c562a9f82544e197639,6,speech_single,bkbf1203,The front garden was pretty,3
5f357c562a9f82544e197639,7,speech_single,bkbf0803,The match boxes are empty,2
5f357c562a9f82544e197639,8,speech_single,bkbf0216,The school finished early,3
5f357c562a9f82544e197639,9,speech_single,bkbf0109,The postman shut the gate,2
5f357c562a9f82544e197639,10,speech_single,bkbf0906,A letter fell on the mat,1
5f357c562a9f82544e197639,11,speech_single,bkbf0714,The orange was quite sweet,3
5f357c562a9f82544e197639,12,speech_single,bkbf0414,The cooks making a cake,0
5f357c562a9f82544e197639,13,speech_single,bkbf1208,The bread van's coming,0
5f357c562a9f82544e197639,14,speech_single,bkbf1212,The children help the milkman,2
5f357c562a9f82544e197639,15,speech_single,bkbf1516,The puppy plays with a ball,0
5f357c562a9f82544e197639,16,speech_single,bkbf0213,Some sticks were under the tree,1
5f357c562a9f82544e197639,17,speech_single,bkbf0512,Somebody took the money,0
5f357c562a9f82544e197639,18,speech_single,bkbf0602,The mother stirs the tea,1
5f357c562a9f82544e197639,19,speech_single,bkbf0502,The matches lie on the shelf,3
5f357c562a9f82544e197639,20,speech_single,bkbf0206,The thin dog was hungry,0
5f357c562a9f82544e197639,21,speech_single,bkbf2012,The raincoat's hanging up,0
5f357c562a9f82544e197639,22,speech_single,bkbf0812,The bus stopped suddenly,2
5f357c562a9f82544e197639,23,speech_single,bkbf2016,The flower stands in a pot,0
5f357c562a9f82544e197639,24,speech_single,bkbf1205,The taps are above the sink,0
5f357c562a9f82544e197639,25,speech_single,bkbf1415,The grass is getting long,1
5f357c562a9f82544e197639,26,speech_single,bkbf0913,The dinner plate's hot,0
5f357c562a9f82544e197639,27,speech_single,bkbf0204,The old gloves are dirty,1
5f357c562a9f82544e197639,28,speech_single,bkbf1301,The fruit came in a box,0
5f357c562a9f82544e197639,29,speech_single,bkbf2112,The cricket team's playing,0
5f357c562a9f82544e197639,30,speech_single,bkbf1408,The kitchen window was clean,1
5f357c562a9f82544e197639,31,speech_single,bkbf0615,The broom stood in the corner,3
5f357c562a9f82544e197639,32,speech_single,bkbf2110,The egg cups are on the table,2
5f357c562a9f82544e197639,33,speech_single,bkbf1609,Some men shave in the morning,0
5f357c562a9f82544e197639,34,speech_single,bkbf0210,The police chased the car,3
5f357c562a9f82544e197639,35,speech_single,bkbf0201,The ladder's near the door,0
5f357c562a9f82544e197639,36,speech_single,bkbf1616,The painter used a brush,1
5f357c562a9f82544e197639,37,speech_single,bkbf0310,The man cleaned his shoes,3
5f357c562a9f82544e197639,38,speech_single,bkbf1215,The boy had a toy dragon,3
5f357c562a9f82544e197639,39,speech_single,bkbf1008,Someones crossing the road,0
5f357c562a9f82544e197639,40,speech_single,bkbf1906,The cleaner swept the floor,1
5f44ee515cff5c02f09c17be,1,speech_single,bkbf1907,A grocer sells butter,3
5f44ee515cff5c02f09c17be,2,speech_single,bkbf0216,The school finished early,3
5f44ee515cff5c02f09c17be,3,speech_single,bkbf1408,The kitchen window was clean,3
5f44ee515cff5c02f09c17be,4,speech_single,bkbf2012,The raincoat's hanging up,2
5f44ee515cff5c02f09c17be,5,speech_single,bkbf2110,The egg cups are on the table,1
5f44ee515cff5c02f09c17be,6,speech_single,bkbf0414,The cooks making a cake,3
5f44ee515cff5c02f09c17be,7,speech_single,bkbf0204,The old gloves are dirty,2
5f44ee515cff5c02f09c17be,8,speech_single,bkbf0615,The broom stood in the corner,2
5f44ee515cff5c02f09c17be,9,speech_single,bkbf1205,The taps are above the sink,2
5f44ee515cff5c02f09c17be,10,speech_single,bkbf2112,The cricket team's playing,1
5f44ee515cff5c02f09c17be,11,speech_single,bkbf0803,The match boxes are empty,3
5f44ee515cff5c02f09c17be,12,speech_single,bkbf0201,The ladder's near the door,3
5f44ee515cff5c02f09c17be,13,speech_single,bkbf0210,The police chased the car,2
5f44ee515cff5c02f09c17be,14,speech_single,bkbf0906,A letter fell on the mat,0
5f44ee515cff5c02f09c17be,15,speech_single,bkbf0310,The man cleaned his shoes,3
5f44ee515cff5c02f09c17be,16,speech_single,bkbf0602,The mother stirs the tea,1
5f44ee515cff5c02f09c17be,17,speech_single,bkbf0206,The thin dog was hungry,2
5f44ee515cff5c02f09c17be,18,speech_single,bkbf0502,The matches lie on the shelf,3
5f44ee515cff5c02f09c17be,19,speech_single,bkbf0411,The jam jar was full,3
5f44ee515cff5c02f09c17be,20,speech_single,bkbf1215,The boy had a toy dragon,3
5f44ee515cff5c02f09c17be,21,speech_single,bkbf0501,The bath towel was wet,3
5f44ee515cff5c02f09c17be,22,speech_single,bkbf1415,The grass is getting long,3
5f44ee515cff5c02f09c17be,23,speech_single,bkbf0913,The dinner plate's hot,0
5f44ee515cff5c02f09c17be,24,speech_single,bkbf1516,The puppy plays with a ball,3
5f44ee515cff5c02f09c17be,25,speech_single,bkbf0213,Some sticks were under the tree,2
5f44ee515cff5c02f09c17be,26,speech_single,bkbf1906,The cleaner swept the floor,2
5f44ee515cff5c02f09c17be,27,speech_single,bkbf1212,The children help the milkman,3
5f44ee515cff5c02f09c17be,28,speech_single,bkbf0714,The orange was quite sweet,3
5f44ee515cff5c02f09c17be,29,speech_single,bkbf1208,The bread van's coming,2
5f44ee515cff5c02f09c17be,30,speech_single,bkbf0512,Somebody took the money,3
5f44ee515cff5c02f09c17be,31,speech_single,bkbf1203,The front garden was pretty,3
5f44ee515cff5c02f09c17be,32,speech_single,bkbf1301,The fruit came in a box,2
5f44ee515cff5c02f09c17be,33,speech_single,bkbf1008,Someones crossing the road,3
5f44ee515cff5c02f09c17be,34,speech_single,bkbf0109,The postman shut the gate,3
5f44ee515cff5c02f09c17be,35,speech_single,bkbf1616,The painter used a brush,1
5f44ee515cff5c02f09c17be,36,speech_single,bkbf0912,The lady packed her bag,3
5f44ee515cff5c02f09c17be,37,speech_single,bkbf1701,The apple pie's cooking,3
5f44ee515cff5c02f09c17be,38,speech_single,bkbf1609,Some men shave in the morning,1
5f44ee515cff5c02f09c17be,39,speech_single,bkbf2016,The flower stands in a pot,3
5f44ee515cff5c02f09c17be,40,speech_single,bkbf0812,The bus stopped suddenly,3
5f52971c271a0703d733031c,1,speech_single,bkbf2110,The egg cups are on the table,2
5f52971c271a0703d733031c,2,speech_single,bkbf0502,The matches lie on the shelf,3
5f52971c271a0703d733031c,3,speech_single,bkbf1008,Someones crossing the road,0
